dt,CEN,COR,CSDAC,CEB_SR,SK
2024-06-30 22:00:00+00:00,605.54,10.0,413.14,605.54,-197.474
2024-06-30 22:15:00+00:00,721.25,10.0,527.82,721.25,-285.61
2024-06-30 22:30:00+00:00,716.9,10.0,527.82,716.9,-203.404
2024-06-30 22:45:00+00:00,544.14,10.0,527.82,544.14,-85.074
2024-06-30 23:00:00+00:00,527.82,10.0,527.82,527.36,-32.939
2024-06-30 23:15:00+00:00,544.14,10.0,486.29,544.14,-75.646
2024-06-30 23:30:00+00:00,544.14,10.0,486.29,544.14,-77.255
2024-06-30 23:45:00+00:00,539.11,10.0,486.29,539.11,-60.211
2024-07-01 00:00:00+00:00,486.29,10.0,486.29,452.31,-10.483
2024-07-01 00:15:00+00:00,544.14,10.0,417.8,544.14,-75.505
2024-07-01 00:30:00+00:00,544.14,10.0,417.8,544.14,-75.24
2024-07-01 00:45:00+00:00,542.38,10.0,417.8,542.38,-70.607
2024-07-01 01:00:00+00:00,544.14,10.0,417.8,544.14,-51.698
2024-07-01 01:15:00+00:00,544.14,10.0,384.5,544.14,-68.186
2024-07-01 01:30:00+00:00,544.14,10.0,384.5,544.14,-57.036
2024-07-01 01:45:00+00:00,544.14,10.0,384.5,544.14,-57.478
2024-07-01 02:00:00+00:00,534.37,10.0,384.5,534.37,-49.069
2024-07-01 02:15:00+00:00,443.19,10.0,380.41,443.19,-12.457
2024-07-01 02:30:00+00:00,369.7,10.0,380.41,369.7,67.994
2024-07-01 02:45:00+00:00,366.7,10.0,380.41,366.7,84.85
2024-07-01 03:00:00+00:00,368.7,10.0,380.41,368.7,47.544
2024-07-01 03:15:00+00:00,370.81,0.0,384.98,370.81,112.569
2024-07-01 03:30:00+00:00,370.81,0.0,384.98,370.81,110.419
2024-07-01 03:45:00+00:00,376.81,0.0,384.98,376.81,23.382
2024-07-01 04:00:00+00:00,516.06,0.0,384.98,516.06,-109.492
2024-07-01 04:15:00+00:00,618.05,0.0,618.05,534.14,-87.436
2024-07-01 04:30:00+00:00,618.05,0.0,618.05,534.14,-85.243
2024-07-01 04:45:00+00:00,618.05,0.0,618.05,552.59,-116.307
2024-07-01 05:00:00+00:00,618.05,0.0,618.05,603.89,-177.261
2024-07-01 05:15:00+00:00,631.04,10.0,624.65,631.04,-195.618
2024-07-01 05:30:00+00:00,746.91,10.0,624.65,746.91,-154.467
2024-07-01 05:45:00+00:00,666.63,10.0,624.65,666.63,-114.146
2024-07-01 06:00:00+00:00,654.04,10.0,624.65,654.04,-124.733
2024-07-01 06:15:00+00:00,679.0,10.0,623.53,679.0,-165.691
2024-07-01 06:30:00+00:00,679.0,10.0,623.53,679.0,-139.035
2024-07-01 06:45:00+00:00,657.0,10.0,623.53,657.0,-129.798
2024-07-01 07:00:00+00:00,626.05,10.0,623.53,626.05,-64.115
2024-07-01 07:15:00+00:00,665.87,10.0,621.29,665.87,-154.05
2024-07-01 07:30:00+00:00,621.29,10.0,621.29,582.67,-120.109
2024-07-01 07:45:00+00:00,621.29,10.0,621.29,546.61,-141.338
2024-07-01 08:00:00+00:00,621.29,10.0,621.29,570.76,-189.371
2024-07-01 08:15:00+00:00,623.47,10.0,548.96,623.47,-281.826
2024-07-01 08:30:00+00:00,755.87,25.63,548.96,755.87,-359.375
2024-07-01 08:45:00+00:00,751.76,14.85,548.96,751.76,-381.951
2024-07-01 09:00:00+00:00,740.24,10.0,548.96,740.24,-379.766
2024-07-01 09:15:00+00:00,665.87,10.0,554.39,665.87,-286.943
2024-07-01 09:30:00+00:00,554.39,10.0,554.39,544.14,-185.93
2024-07-01 09:45:00+00:00,554.39,10.0,554.39,544.86,-195.711
2024-07-01 10:00:00+00:00,554.39,10.0,554.39,544.86,-191.288
2024-07-01 10:15:00+00:00,544.14,10.0,505.83,544.14,-157.503
2024-07-01 10:30:00+00:00,544.14,10.0,505.83,544.14,-140.485
2024-07-01 10:45:00+00:00,544.14,10.0,505.83,544.14,-147.158
2024-07-01 11:00:00+00:00,544.14,10.0,505.83,544.14,-148.906
2024-07-01 11:15:00+00:00,503.59,10.0,503.59,493.71,-104.88
2024-07-01 11:30:00+00:00,503.59,10.0,503.59,493.71,-97.264
2024-07-01 11:45:00+00:00,503.59,10.0,503.59,402.87,-33.172
2024-07-01 12:00:00+00:00,465.97,10.0,503.59,465.97,55.577
2024-07-01 12:15:00+00:00,396.98,10.0,588.29,396.98,202.226
2024-07-01 12:30:00+00:00,390.67,10.0,588.29,390.67,197.453
2024-07-01 12:45:00+00:00,450.88,10.0,588.29,450.88,66.868
2024-07-01 13:00:00+00:00,450.88,10.0,588.29,450.88,65.316
2024-07-01 13:15:00+00:00,393.82,10.0,535.29,393.82,196.787
2024-07-01 13:30:00+00:00,393.82,10.0,535.29,393.82,189.484
2024-07-01 13:45:00+00:00,447.86,10.0,535.29,447.86,125.199
2024-07-01 14:00:00+00:00,451.86,10.0,535.29,451.86,74.681
2024-07-01 14:15:00+00:00,390.67,10.0,763.57,390.67,217.403
2024-07-01 14:30:00+00:00,390.67,10.0,763.57,390.67,217.762
2024-07-01 14:45:00+00:00,396.98,10.0,763.57,396.98,188.498
2024-07-01 15:00:00+00:00,464.0,10.0,763.57,464.0,75.628
2024-07-01 15:15:00+00:00,435.47,0.0,866.48,435.47,183.997
2024-07-01 15:30:00+00:00,455.97,0.0,866.48,455.97,159.422
2024-07-01 15:45:00+00:00,497.2,0.0,866.48,497.2,107.795
2024-07-01 16:00:00+00:00,597.0,0.0,866.48,597.0,66.038
2024-07-01 16:15:00+00:00,841.0,0.0,1199.32,841.0,92.198
2024-07-01 16:30:00+00:00,846.0,0.0,1199.32,846.0,38.021
2024-07-01 16:45:00+00:00,1199.32,0.0,1199.32,665.23,-91.169
2024-07-01 17:00:00+00:00,1199.32,0.0,1199.32,736.91,-196.322
2024-07-01 17:15:00+00:00,1349.62,0.0,1349.62,428.44,-118.929
2024-07-01 17:30:00+00:00,1349.62,0.0,1349.62,795.47,-224.795
2024-07-01 17:45:00+00:00,1349.62,0.0,1349.62,934.17,-300.328
2024-07-01 18:00:00+00:00,1349.62,0.0,1349.62,1117.83,-303.574
2024-07-01 18:15:00+00:00,1454.17,0.0,1454.17,1117.83,-292.171
2024-07-01 18:30:00+00:00,1454.17,0.0,1454.17,1117.83,-289.97
2024-07-01 18:45:00+00:00,1454.17,0.0,1454.17,1117.91,-335.309
2024-07-01 19:00:00+00:00,1454.17,0.0,1454.17,1133.3,-352.21
2024-07-01 19:15:00+00:00,1124.36,0.0,1124.36,978.09,-263.5
2024-07-01 19:30:00+00:00,1124.36,0.0,1124.36,934.3,-207.459
2024-07-01 19:45:00+00:00,1124.36,0.0,1124.36,932.42,-185.379
2024-07-01 20:00:00+00:00,1124.36,0.0,1124.36,711.25,-11.493
2024-07-01 20:15:00+00:00,824.52,0.0,824.52,700.58,-73.703
2024-07-01 20:30:00+00:00,824.52,0.0,824.52,710.88,-146.275
2024-07-01 20:45:00+00:00,824.52,0.0,824.52,551.46,-67.02
2024-07-01 21:00:00+00:00,824.52,0.0,824.52,452.04,-20.711
2024-07-01 21:15:00+00:00,604.64,0.0,604.64,586.0,-207.713
2024-07-01 21:30:00+00:00,604.64,0.0,604.64,557.79,-157.041
2024-07-01 21:45:00+00:00,604.64,0.0,604.64,446.75,-31.616
2024-07-01 22:00:00+00:00,481.0,0.0,604.64,481.0,94.989
2024-07-01 22:15:00+00:00,717.4,10.0,717.4,635.49,-190.744
2024-07-01 22:30:00+00:00,717.4,10.0,717.4,636.44,-150.482
2024-07-01 22:45:00+00:00,717.4,0.0,717.4,501.54,-41.402
2024-07-01 23:00:00+00:00,607.0,0.0,717.4,607.0,32.317
2024-07-01 23:15:00+00:00,629.28,0.0,629.28,537.53,-107.638
2024-07-01 23:30:00+00:00,629.28,0.0,629.28,486.39,-47.047
2024-07-01 23:45:00+00:00,629.28,0.0,629.28,430.1,-11.119
2024-07-02 00:00:00+00:00,531.0,0.0,629.28,531.0,56.951
2024-07-02 00:15:00+00:00,509.0,0.0,591.89,509.0,11.137
2024-07-02 00:30:00+00:00,591.89,0.0,591.89,426.72,-14.556
2024-07-02 00:45:00+00:00,591.89,0.0,591.89,401.96,-1.826
2024-07-02 01:00:00+00:00,507.0,0.0,591.89,507.0,24.556
2024-07-02 01:15:00+00:00,555.19,0.0,555.19,430.47,-27.794
2024-07-02 01:30:00+00:00,498.22,0.0,555.19,498.22,7.437
2024-07-02 01:45:00+00:00,428.44,0.0,555.19,428.44,16.685
2024-07-02 02:00:00+00:00,427.72,0.0,555.19,427.72,16.828
2024-07-02 02:15:00+00:00,412.0,0.0,523.55,412.0,36.564
2024-07-02 02:30:00+00:00,428.44,0.0,523.55,428.44,5.665
2024-07-02 02:45:00+00:00,413.0,0.0,523.55,413.0,23.524
2024-07-02 03:00:00+00:00,523.55,0.0,523.55,401.96,-0.048
2024-07-02 03:15:00+00:00,419.0,0.0,537.91,419.0,89.72
2024-07-02 03:30:00+00:00,327.41,0.0,537.91,327.41,147.652
2024-07-02 03:45:00+00:00,417.0,0.0,537.91,417.0,94.732
2024-07-02 04:00:00+00:00,420.0,0.0,537.91,420.0,70.925
2024-07-02 04:15:00+00:00,146.02,0.0,643.04,146.02,274.425
2024-07-02 04:30:00+00:00,562.0,0.0,643.04,562.0,43.112
2024-07-02 04:45:00+00:00,643.04,0.0,643.04,500.99,-48.296
2024-07-02 05:00:00+00:00,643.04,0.0,643.04,565.49,-102.885
2024-07-02 05:15:00+00:00,607.54,10.0,458.56,607.54,-28.158
2024-07-02 05:30:00+00:00,607.54,10.0,458.56,607.54,-3.395
2024-07-02 05:45:00+00:00,646.84,10.0,458.56,646.84,-37.108
2024-07-02 06:00:00+00:00,458.56,10.0,458.56,623.81,2.432
2024-07-02 06:15:00+00:00,725.26,10.0,610.59,725.26,-110.572
2024-07-02 06:30:00+00:00,646.84,10.0,610.59,646.84,-57.133
2024-07-02 06:45:00+00:00,523.9,10.0,610.59,523.9,15.817
2024-07-02 07:00:00+00:00,539.58,10.0,610.59,539.58,9.899
2024-07-02 07:15:00+00:00,736.54,10.0,461.53,736.54,-120.079
2024-07-02 07:30:00+00:00,723.21,10.0,461.53,723.21,-114.977
2024-07-02 07:45:00+00:00,497.92,10.0,461.53,497.92,-39.355
2024-07-02 08:00:00+00:00,461.53,10.0,461.53,461.15,-46.222
2024-07-02 08:15:00+00:00,513.92,10.0,359.32,513.92,-196.097
2024-07-02 08:30:00+00:00,462.99,10.0,359.32,462.99,-268.384
2024-07-02 08:45:00+00:00,450.38,10.0,359.32,450.38,-225.473
2024-07-02 09:00:00+00:00,450.38,10.0,359.32,450.38,-212.288
2024-07-02 09:15:00+00:00,457.99,10.0,321.37,457.99,-358.851
2024-07-02 09:30:00+00:00,456.99,10.0,321.37,456.99,-351.585
2024-07-02 09:45:00+00:00,489.92,10.0,321.37,489.92,-393.772
2024-07-02 10:00:00+00:00,548.82,10.0,321.37,548.82,-454.075
2024-07-02 10:15:00+00:00,594.99,10.0,314.19,594.99,-489.232
2024-07-02 10:30:00+00:00,619.99,10.0,314.19,619.99,-483.147
2024-07-02 10:45:00+00:00,649.34,10.0,314.19,649.34,-535.864
2024-07-02 11:00:00+00:00,644.99,10.0,314.19,644.99,-515.257
2024-07-02 11:15:00+00:00,601.99,10.0,305.34,601.99,-430.158
2024-07-02 11:30:00+00:00,585.84,10.0,305.34,585.84,-393.636
2024-07-02 11:45:00+00:00,467.94,10.0,305.34,467.94,-303.056
2024-07-02 12:00:00+00:00,434.99,10.0,305.34,434.99,-230.388
2024-07-02 12:15:00+00:00,423.99,10.0,274.95,423.99,-200.225
2024-07-02 12:30:00+00:00,421.99,10.0,274.95,421.99,-207.283
2024-07-02 12:45:00+00:00,420.47,10.0,274.95,420.47,-188.069
2024-07-02 13:00:00+00:00,409.99,0.0,274.95,409.99,-164.557
2024-07-02 13:15:00+00:00,290.55,0.0,290.55,427.72,87.858
2024-07-02 13:30:00+00:00,290.55,0.0,290.55,473.55,44.211
2024-07-02 13:45:00+00:00,290.55,0.0,290.55,513.9,10.004
2024-07-02 14:00:00+00:00,290.55,0.0,290.55,489.52,20.133
2024-07-02 14:15:00+00:00,343.5,0.0,343.5,428.44,85.267
2024-07-02 14:30:00+00:00,343.5,10.0,343.5,438.44,92.995
2024-07-02 14:45:00+00:00,343.5,10.0,343.5,755.0,4.124
2024-07-02 15:00:00+00:00,367.12,10.0,343.5,367.12,-5.56
2024-07-02 15:15:00+00:00,396.0,0.0,409.39,396.0,132.087
2024-07-02 15:30:00+00:00,383.49,0.0,409.39,383.49,198.813
2024-07-02 15:45:00+00:00,400.0,0.0,409.39,400.0,59.151
2024-07-02 16:00:00+00:00,409.39,0.0,409.39,357.13,-52.199
2024-07-02 16:15:00+00:00,380.33,0.0,753.63,380.33,215.148
2024-07-02 16:30:00+00:00,273.28,0.0,753.63,273.28,328.025
2024-07-02 16:45:00+00:00,445.36,0.0,753.63,445.36,176.427
2024-07-02 17:00:00+00:00,745.0,0.0,753.63,745.0,51.575
2024-07-02 17:15:00+00:00,386.64,0.0,487.28,386.64,276.205
2024-07-02 17:30:00+00:00,403.89,0.0,487.28,403.89,288.497
2024-07-02 17:45:00+00:00,449.86,0.0,487.28,449.86,206.774
2024-07-02 18:00:00+00:00,487.28,0.0,487.28,613.81,108.191
2024-07-02 18:15:00+00:00,483.03,0.0,607.67,483.03,164.875
2024-07-02 18:30:00+00:00,449.86,0.0,607.67,449.86,185.492
2024-07-02 18:45:00+00:00,490.42,0.0,607.67,490.42,145.122
2024-07-02 19:00:00+00:00,539.52,0.0,607.67,539.52,113.911
2024-07-02 19:15:00+00:00,485.26,10.0,485.26,492.84,166.833
2024-07-02 19:30:00+00:00,467.23,10.0,485.26,467.23,184.156
2024-07-02 19:45:00+00:00,399.84,10.0,485.26,399.84,281.393
2024-07-02 20:00:00+00:00,339.06,10.0,485.26,339.06,355.567
2024-07-02 20:15:00+00:00,387.18,10.0,514.31,387.18,220.64
2024-07-02 20:30:00+00:00,345.46,10.0,514.31,345.46,160.0
2024-07-02 20:45:00+00:00,247.97,0.0,514.31,247.97,223.315
2024-07-02 21:00:00+00:00,136.07,0.0,514.31,136.07,326.7
2024-07-02 21:15:00+00:00,445.46,10.0,445.46,465.0,56.824
2024-07-02 21:30:00+00:00,445.46,10.0,445.46,492.84,8.029
2024-07-02 21:45:00+00:00,445.46,0.0,445.46,453.0,102.027
2024-07-02 22:00:00+00:00,288.89,0.0,445.46,288.89,223.515
2024-07-02 22:15:00+00:00,437.0,10.0,450.0,437.0,30.222
2024-07-02 22:30:00+00:00,450.0,10.0,450.0,317.7,-19.043
2024-07-02 22:45:00+00:00,435.0,10.0,450.0,435.0,52.52
2024-07-02 23:00:00+00:00,377.34,0.0,450.0,377.34,123.495
2024-07-02 23:15:00+00:00,325.26,0.0,400.01,325.26,81.581
2024-07-02 23:30:00+00:00,323.0,0.0,400.01,323.0,126.004
2024-07-02 23:45:00+00:00,321.15,0.0,400.01,321.15,155.069
2024-07-03 00:00:00+00:00,321.0,0.0,400.01,321.0,174.106
2024-07-03 00:15:00+00:00,317.0,0.0,400.79,317.0,166.241
2024-07-03 00:30:00+00:00,315.0,0.0,400.79,315.0,194.931
2024-07-03 00:45:00+00:00,315.0,0.0,400.79,315.0,169.426
2024-07-03 01:00:00+00:00,272.21,0.0,400.79,272.21,207.817
2024-07-03 01:15:00+00:00,273.28,0.0,399.53,273.28,207.969
2024-07-03 01:30:00+00:00,308.4,0.0,399.53,308.4,194.785
2024-07-03 01:45:00+00:00,310.4,0.0,399.53,310.4,208.111
2024-07-03 02:00:00+00:00,315.4,0.0,399.53,315.4,176.695
2024-07-03 02:15:00+00:00,320.27,0.0,402.95,320.27,134.749
2024-07-03 02:30:00+00:00,320.27,0.0,402.95,320.27,148.208
2024-07-03 02:45:00+00:00,320.27,0.0,402.95,320.27,131.367
2024-07-03 03:00:00+00:00,320.27,0.0,402.95,320.27,108.878
2024-07-03 03:15:00+00:00,322.0,0.0,390.05,322.0,189.691
2024-07-03 03:30:00+00:00,320.27,0.0,390.05,320.27,271.602
2024-07-03 03:45:00+00:00,320.27,0.0,390.05,320.27,267.477
2024-07-03 04:00:00+00:00,318.66,0.0,390.05,318.66,198.28
2024-07-03 04:15:00+00:00,240.28,0.0,456.97,240.28,284.433
2024-07-03 04:30:00+00:00,374.14,0.0,456.97,374.14,108.462
2024-07-03 04:45:00+00:00,456.0,0.0,456.97,456.0,37.391
2024-07-03 05:00:00+00:00,454.0,0.0,456.97,454.0,75.937
2024-07-03 05:15:00+00:00,411.1,10.0,494.46,411.1,79.116
2024-07-03 05:30:00+00:00,452.67,10.0,494.46,452.67,59.583
2024-07-03 05:45:00+00:00,413.1,10.0,494.46,413.1,83.487
2024-07-03 06:00:00+00:00,409.1,10.0,494.46,409.1,122.356
2024-07-03 06:15:00+00:00,412.89,10.0,484.41,412.89,153.386
2024-07-03 06:30:00+00:00,400.0,10.0,484.41,400.0,173.42
2024-07-03 06:45:00+00:00,396.8,10.0,484.41,396.8,199.037
2024-07-03 07:00:00+00:00,413.0,10.0,484.41,413.0,164.296
2024-07-03 07:15:00+00:00,402.43,10.0,402.43,485.07,46.128
2024-07-03 07:30:00+00:00,402.43,10.0,402.43,465.78,70.808
2024-07-03 07:45:00+00:00,364.67,10.0,402.43,364.67,211.184
2024-07-03 08:00:00+00:00,362.67,10.0,402.43,362.67,208.32
2024-07-03 08:15:00+00:00,326.78,10.0,379.53,326.78,202.629
2024-07-03 08:30:00+00:00,293.0,10.0,379.53,293.0,219.024
2024-07-03 08:45:00+00:00,329.94,10.0,379.53,329.94,161.048
2024-07-03 09:00:00+00:00,379.53,10.0,379.53,393.65,78.637
2024-07-03 09:15:00+00:00,432.67,10.0,425.03,432.67,-19.486
2024-07-03 09:30:00+00:00,515.08,10.0,425.03,515.08,-40.517
2024-07-03 09:45:00+00:00,425.03,10.0,425.03,465.78,36.025
2024-07-03 10:00:00+00:00,425.03,10.0,425.03,486.78,3.933
2024-07-03 10:15:00+00:00,380.4,10.0,380.4,452.67,51.235
2024-07-03 10:30:00+00:00,380.4,10.0,380.4,387.34,140.211
2024-07-03 10:45:00+00:00,157.1,10.0,380.4,157.1,201.96
2024-07-03 11:00:00+00:00,115.06,10.0,380.4,115.06,220.266
2024-07-03 11:15:00+00:00,136.03,10.0,375.77,136.03,178.369
2024-07-03 11:30:00+00:00,333.11,10.0,375.77,333.11,112.423
2024-07-03 11:45:00+00:00,323.66,10.0,375.77,323.66,135.66
2024-07-03 12:00:00+00:00,115.06,10.0,375.77,115.06,219.243
2024-07-03 12:15:00+00:00,95.16,10.0,384.51,95.16,269.147
2024-07-03 12:30:00+00:00,115.06,10.0,384.51,115.06,235.388
2024-07-03 12:45:00+00:00,384.14,10.0,384.51,384.14,150.535
2024-07-03 13:00:00+00:00,384.51,10.0,384.51,396.8,129.515
2024-07-03 13:15:00+00:00,384.14,10.0,425.07,384.14,196.622
2024-07-03 13:30:00+00:00,390.49,10.0,425.07,390.49,176.01
2024-07-03 13:45:00+00:00,412.89,10.0,425.07,412.89,118.431
2024-07-03 14:00:00+00:00,425.07,10.0,425.07,445.28,100.026
2024-07-03 14:15:00+00:00,352.3,10.0,352.3,384.14,207.389
2024-07-03 14:30:00+00:00,352.3,10.0,352.3,390.49,139.629
2024-07-03 14:45:00+00:00,352.3,10.0,352.3,400.0,112.324
2024-07-03 15:00:00+00:00,352.3,10.0,352.3,489.41,52.428
2024-07-03 15:15:00+00:00,410.83,0.0,410.83,435.28,112.938
2024-07-03 15:30:00+00:00,386.8,0.0,410.83,386.8,156.754
2024-07-03 15:45:00+00:00,410.83,0.0,410.83,442.67,89.613
2024-07-03 16:00:00+00:00,410.83,0.0,410.83,467.28,50.202
2024-07-03 16:15:00+00:00,383.65,0.0,691.32,383.65,151.413
2024-07-03 16:30:00+00:00,386.8,0.0,691.32,386.8,145.833
2024-07-03 16:45:00+00:00,691.32,0.0,691.32,634.92,-0.488
2024-07-03 17:00:00+00:00,712.08,0.0,691.32,712.08,-40.686
2024-07-03 17:15:00+00:00,490.27,0.0,822.43,490.27,30.915
2024-07-03 17:30:00+00:00,483.03,0.0,822.43,483.03,57.454
2024-07-03 17:45:00+00:00,496.2,0.0,822.43,496.2,25.014
2024-07-03 18:00:00+00:00,822.43,0.0,822.43,728.56,-43.461
2024-07-03 18:15:00+00:00,490.27,0.0,973.76,490.27,39.321
2024-07-03 18:30:00+00:00,473.73,0.0,973.76,473.73,79.095
2024-07-03 18:45:00+00:00,479.1,0.0,973.76,479.1,68.482
2024-07-03 19:00:00+00:00,479.49,0.0,973.76,479.49,61.446
2024-07-03 19:15:00+00:00,520.04,10.0,804.77,520.04,8.145
2024-07-03 19:30:00+00:00,504.73,10.0,804.77,504.73,25.764
2024-07-03 19:45:00+00:00,487.32,10.0,804.77,487.32,109.184
2024-07-03 20:00:00+00:00,486.72,10.0,804.77,486.72,192.219
2024-07-03 20:15:00+00:00,654.32,10.0,720.58,654.32,2.99
2024-07-03 20:30:00+00:00,720.58,10.0,720.58,557.82,-22.26
2024-07-03 20:45:00+00:00,477.28,10.0,720.58,477.28,56.78
2024-07-03 21:00:00+00:00,430.52,10.0,720.58,430.52,82.961
2024-07-03 21:15:00+00:00,528.03,10.0,503.33,528.03,-70.992
2024-07-03 21:30:00+00:00,503.33,10.0,503.33,451.55,-7.818
2024-07-03 21:45:00+00:00,465.78,10.0,503.33,465.78,51.64
2024-07-03 22:00:00+00:00,307.68,10.0,503.33,307.68,167.837
2024-07-03 22:15:00+00:00,534.58,10.0,534.58,445.51,-3.52
2024-07-03 22:30:00+00:00,534.58,10.0,534.58,445.51,-3.444
2024-07-03 22:45:00+00:00,451.0,10.0,534.58,451.0,35.567
2024-07-03 23:00:00+00:00,340.79,10.0,534.58,340.79,129.533
2024-07-03 23:15:00+00:00,384.49,10.0,493.45,384.49,11.221
2024-07-03 23:30:00+00:00,387.69,10.0,493.45,387.69,6.252
2024-07-03 23:45:00+00:00,354.0,10.0,493.45,354.0,53.912
2024-07-04 00:00:00+00:00,355.0,10.0,493.45,355.0,33.036
2024-07-04 00:15:00+00:00,323.69,10.0,402.42,323.69,90.352
2024-07-04 00:30:00+00:00,322.47,10.0,402.42,322.47,117.686
2024-07-04 00:45:00+00:00,319.69,10.0,402.42,319.69,145.777
2024-07-04 01:00:00+00:00,319.69,10.0,402.42,319.69,156.928
2024-07-04 01:15:00+00:00,317.0,10.0,394.72,317.0,113.193
2024-07-04 01:30:00+00:00,320.0,10.0,394.72,320.0,81.502
2024-07-04 01:45:00+00:00,324.99,10.0,394.72,324.99,60.838
2024-07-04 02:00:00+00:00,324.99,10.0,394.72,324.99,56.634
2024-07-04 02:15:00+00:00,322.47,10.0,397.56,322.47,91.099
2024-07-04 02:30:00+00:00,321.0,10.0,397.56,321.0,111.306
2024-07-04 02:45:00+00:00,324.0,10.0,397.56,324.0,69.244
2024-07-04 03:00:00+00:00,336.0,10.0,397.56,336.0,30.858
2024-07-04 03:15:00+00:00,332.69,0.0,449.57,332.69,43.365
2024-07-04 03:30:00+00:00,331.69,0.0,449.57,331.69,62.906
2024-07-04 03:45:00+00:00,328.69,0.0,449.57,328.69,81.096
2024-07-04 04:00:00+00:00,327.61,0.0,449.57,327.61,110.17
2024-07-04 04:15:00+00:00,452.0,0.0,615.85,452.0,44.54
2024-07-04 04:30:00+00:00,615.85,0.0,615.85,438.26,-10.737
2024-07-04 04:45:00+00:00,615.85,0.0,615.85,484.99,-55.683
2024-07-04 05:00:00+00:00,615.85,0.0,615.85,528.04,-101.581
2024-07-04 05:15:00+00:00,574.0,10.0,521.76,574.0,-100.517
2024-07-04 05:30:00+00:00,574.0,10.0,521.76,574.0,-93.648
2024-07-04 05:45:00+00:00,573.0,10.0,521.76,573.0,-64.111
2024-07-04 06:00:00+00:00,521.76,10.0,521.76,506.38,-28.718
2024-07-04 06:15:00+00:00,508.0,10.0,492.33,508.0,-29.779
2024-07-04 06:30:00+00:00,453.07,10.0,492.33,453.07,77.436
2024-07-04 06:45:00+00:00,387.69,10.0,492.33,387.69,168.954
2024-07-04 07:00:00+00:00,394.01,10.0,492.33,394.01,134.108
2024-07-04 07:15:00+00:00,428.14,10.0,361.76,428.14,-11.951
2024-07-04 07:30:00+00:00,361.76,10.0,361.76,500.16,15.776
2024-07-04 07:45:00+00:00,361.76,10.0,361.76,412.89,114.068
2024-07-04 08:00:00+00:00,361.76,10.0,361.76,390.85,158.658
2024-07-04 08:15:00+00:00,275.33,10.0,275.33,411.89,114.299
2024-07-04 08:30:00+00:00,275.33,10.0,275.33,397.16,116.298
2024-07-04 08:45:00+00:00,189.99,10.0,275.33,189.99,178.192
2024-07-04 09:00:00+00:00,186.99,10.0,275.33,186.99,202.737
2024-07-04 09:15:00+00:00,308.03,10.0,308.03,394.01,88.251
2024-07-04 09:30:00+00:00,308.03,10.0,308.03,467.84,36.137
2024-07-04 09:45:00+00:00,308.03,10.0,308.03,485.5,51.317
2024-07-04 10:00:00+00:00,308.03,10.0,308.03,486.01,50.617
2024-07-04 10:15:00+00:00,415.0,10.0,311.86,415.0,-49.31
2024-07-04 10:30:00+00:00,417.0,10.0,311.86,417.0,-129.286
2024-07-04 10:45:00+00:00,418.0,10.0,311.86,418.0,-143.899
2024-07-04 11:00:00+00:00,418.0,10.0,311.86,418.0,-138.48
2024-07-04 11:15:00+00:00,425.76,10.0,309.32,425.76,-212.583
2024-07-04 11:30:00+00:00,425.76,10.0,309.32,425.76,-229.044
2024-07-04 11:45:00+00:00,421.76,10.0,309.32,421.76,-143.327
2024-07-04 12:00:00+00:00,406.01,0.0,309.32,406.01,-42.899
2024-07-04 12:15:00+00:00,308.42,0.0,308.42,450.45,26.49
2024-07-04 12:30:00+00:00,362.67,0.0,308.42,362.67,-8.535
2024-07-04 12:45:00+00:00,413.99,10.0,308.42,413.99,-59.096
2024-07-04 13:00:00+00:00,413.99,10.0,308.42,413.99,-46.741
2024-07-04 13:15:00+00:00,291.04,0.0,291.04,471.92,28.691
2024-07-04 13:30:00+00:00,291.04,0.0,291.04,471.07,37.827
2024-07-04 13:45:00+00:00,291.04,0.0,291.04,479.93,14.637
2024-07-04 14:00:00+00:00,291.04,0.0,291.04,450.45,37.7
2024-07-04 14:15:00+00:00,352.21,0.0,352.21,435.67,62.623
2024-07-04 14:30:00+00:00,352.21,10.0,352.21,488.6,43.901
2024-07-04 14:45:00+00:00,424.13,10.0,352.21,424.13,-30.149
2024-07-04 15:00:00+00:00,432.97,10.0,352.21,432.97,-58.979
2024-07-04 15:15:00+00:00,435.67,0.0,463.77,435.67,90.691
2024-07-04 15:30:00+00:00,435.67,0.0,463.77,435.67,77.806
2024-07-04 15:45:00+00:00,463.77,0.0,463.77,482.84,33.276
2024-07-04 16:00:00+00:00,463.77,0.0,463.77,419.5,-1.072
2024-07-04 16:15:00+00:00,413.57,0.0,710.79,413.57,210.424
2024-07-04 16:30:00+00:00,435.67,0.0,710.79,435.67,154.966
2024-07-04 16:45:00+00:00,710.79,0.0,710.79,494.63,-1.76
2024-07-04 17:00:00+00:00,710.79,0.0,710.79,595.0,-105.889
2024-07-04 17:15:00+00:00,849.58,0.0,849.58,662.0,-116.267
2024-07-04 17:30:00+00:00,849.58,0.0,849.58,719.06,-182.984
2024-07-04 17:45:00+00:00,849.58,0.0,849.58,749.89,-226.357
2024-07-04 18:00:00+00:00,849.58,0.0,849.58,793.21,-303.415
2024-07-04 18:15:00+00:00,803.59,0.0,803.59,762.8,-189.305
2024-07-04 18:30:00+00:00,803.59,0.0,803.59,749.63,-198.546
2024-07-04 18:45:00+00:00,803.59,0.0,803.59,743.68,-183.014
